NO_OF_FRAMES	1200
NO_OF_CAMERAS	7
NO_OF_MARKERS	3
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2014-06-30, 12:59:36	3231.27037116
DATA_INCLUDED	3D
MARKER_NAMES	HIP	KNEE	ANKLE
Frame	Time	HIP X	HIP Y	HIP Z	KNEE X	KNEE Y	KNEE Z	ANKLE X	ANKLE Y	ANKLE Z	
931	3.87917	789.002	782.960	846.400	802.251	773.156	423.080	812.172	862.189	108.973
932	3.88333	789.017	782.891	846.444	802.272	773.137	423.125	812.161	862.164	108.928
933	3.88750	788.924	782.857	846.397	802.276	773.025	423.122	812.091	862.016	109.000
934	3.89167	788.979	782.781	846.383	802.248	773.026	423.115	812.249	862.250	108.961
935	3.89583	788.886	782.680	846.317	802.183	773.035	423.040	812.129	862.104	108.953
936	3.90000	788.858	782.630	846.355	802.169	772.998	423.120	812.017	862.158	108.931
937	3.90417	788.799	782.542	846.376	802.138	772.838	423.219	812.100	862.041	109.046
938	3.90833	788.798	782.437	846.363	802.186	772.860	423.170	812.069	862.034	109.015
939	3.91250	788.747	782.346	846.388	802.121	772.851	423.118	812.026	862.077	108.988
940	3.91667	788.677	782.329	846.356	802.029	772.737	423.171	812.030	861.989	109.005
941	3.92083	788.577	782.180	846.397	802.023	772.790	423.177	812.034	862.008	109.076
942	3.92500	788.527	782.219	846.333	801.956	772.652	423.128	811.970	862.075	109.006
943	3.92917	788.473	782.089	846.378	801.888	772.621	423.169	811.980	862.059	109.015
944	3.93333	788.349	781.940	846.335	801.851	772.634	423.050	811.931	861.970	108.975
945	3.93750	788.255	781.885	846.291	801.771	772.506	423.063	811.942	861.976	109.093
946	3.94167	788.236	781.848	846.307	801.863	772.418	423.205	811.937	861.930	109.102
947	3.94583	788.125	781.712	846.250	801.678	772.361	423.136	811.944	861.926	109.108
948	3.95000	788.089	781.707	846.279	801.640	772.201	423.187	811.973	862.032	109.046
949	3.95417	788.019	781.574	846.255	801.646	772.195	423.140	811.903	861.958	109.097
950	3.95833	787.921	781.496	846.220	801.581	772.208	422.989	811.867	861.945	109.133
951	3.96250	787.845	781.437	846.170	801.527	772.154	423.020	811.878	861.979	109.096
952	3.96667	787.780	781.358	846.217	801.474	771.990	423.094	811.820	862.020	109.107
953	3.97083	787.704	781.226	846.174	801.544	771.866	423.232	811.838	861.947	109.173
954	3.97500	787.640	781.139	846.155	801.387	771.760	423.161	811.807	861.832	109.191
955	3.97917	787.668	781.222	846.140	801.362	771.685	423.120	811.847	861.875	109.225
956	3.98333	787.797	781.218	846.129	801.333	771.648	423.117	811.793	861.823	109.211
957	3.98750	787.838	781.268	846.023	801.286	771.511	423.082	811.784	861.791	109.186
958	3.99167	788.011	781.350	846.002	801.244	771.361	423.174	811.809	861.883	109.128
959	3.99583	787.955	781.184	845.830	801.125	771.365	423.049	811.750	861.843	109.185
960	4.00000	787.823	781.150	845.885	801.115	771.242	422.968	811.704	861.825	109.255
961	4.00417	786.538	780.086	845.937	801.093	771.015	423.024	811.725	861.771	109.258
962	4.00833	786.377	779.967	845.908	801.035	770.979	422.948	811.657	861.758	109.250
963	4.01250	786.385	779.870	845.880	800.982	770.836	423.142	811.691	861.744	109.288
964	4.01667	786.240	779.878	845.802	800.880	770.754	422.910	811.713	861.792	109.285
965	4.02083	786.088	779.701	845.785	800.801	770.648	422.882	811.659	861.708	109.244
966	4.02500	785.924	779.639	845.732	800.748	770.589	422.925	811.650	861.734	109.310
967	4.02917	785.679	779.456	845.711	800.686	770.453	422.843	811.628	861.757	109.169
968	4.03333	785.649	779.399	845.719	800.661	770.282	422.944	811.599	861.761	109.325
969	4.03750	785.474	779.291	845.728	800.660	770.260	422.887	811.640	861.689	109.354
970	4.04167	785.317	779.131	845.665	800.512	769.913	423.070	811.594	861.656	109.435
971	4.04583	785.082	778.987	845.617	800.563	769.858	422.967	811.559	861.626	109.380
972	4.05000	785.008	778.871	845.591	800.508	769.767	422.974	811.583	861.738	109.402
973	4.05417	784.793	778.712	845.558	800.376	769.644	422.921	811.564	861.658	109.365
974	4.05833	784.626	778.534	845.529	800.308	769.536	422.948	811.490	861.656	109.386
975	4.06250	784.412	778.349	845.497	800.248	769.460	422.871	811.509	861.575	109.417
976	4.06667	784.341	778.384	845.469	800.197	769.377	422.852	811.436	861.671	109.329
977	4.07083	784.154	778.156	845.417	800.181	769.254	422.862	811.452	861.635	109.414
978	4.07500	784.055	778.002	845.417	800.162	769.086	422.990	811.464	861.638	109.525
979	4.07917	783.920	777.928	845.376	800.078	769.157	422.871	811.432	861.531	109.375
980	4.08333	783.712	777.686	845.316	800.024	768.877	423.004	811.390	861.594	109.416
981	4.08750	783.564	777.654	845.350	799.914	768.920	422.862	811.334	861.560	109.432
982	4.09167	783.413	777.506	845.314	799.848	768.890	422.963	811.387	861.573	109.421
983	4.09583	783.254	777.320	845.245	799.786	768.812	422.878	811.383	861.541	109.483
984	4.10000	782.131	776.508	845.277	799.736	768.731	422.867	811.370	861.542	109.466
985	4.10417	782.056	776.542	845.436	799.756	768.565	422.990	811.366	861.623	109.400
986	4.10833	782.101	776.557	845.333	799.634	768.539	422.942	811.314	861.579	109.486
987	4.11250	782.087	776.537	845.358	799.536	768.555	422.985	811.286	861.528	109.528
988	4.11667	782.211	776.516	845.326	799.565	768.466	423.021	811.322	861.517	109.513
989	4.12083	782.288	776.530	845.292	799.447	768.464	422.943	811.267	861.507	109.541
990	4.12500	782.416	776.436	845.121	799.397	768.398	423.024	811.231	861.486	109.537
991	4.12917	782.351	776.403	845.138	799.316	768.467	422.871	811.298	861.540	109.518
992	4.13333	782.373	776.331	845.021	799.278	768.353	422.979	811.257	861.497	109.586
993	4.13750	782.332	776.284	844.929	799.242	768.323	423.042	811.258	861.518	109.565
994	4.14167	782.360	776.285	844.950	799.205	768.273	423.033	811.215	861.544	109.487
995	4.14583	782.294	776.180	844.991	799.172	768.206	422.999	811.213	861.429	109.586
996	4.15000	782.263	776.051	844.868	799.113	768.262	422.958	811.162	861.451	109.553
997	4.15417	782.210	776.004	844.889	799.064	768.180	423.120	811.196	861.467	109.569
998	4.15833	782.078	775.935	844.848	799.039	768.163	422.969	811.144	861.457	109.598
999	4.16250	781.989	775.871	844.856	798.931	768.215	422.924	811.210	861.397	109.685
1000	4.16667	781.942	775.735	844.904	799.002	768.019	423.174	811.118	861.433	109.562
1001	4.17083	781.866	775.680	844.865	798.940	767.997	423.061	811.180	861.393	109.593
1002	4.17500	781.755	775.490	844.840	798.858	767.961	423.052	811.091	861.448	109.641
1003	4.17917	781.757	775.502	844.808	798.832	768.030	423.036	811.155	861.405	109.675
1004	4.18333	781.666	775.447	844.779	798.776	767.980	422.980	811.132	861.336	109.604
1005	4.18750	781.597	775.351	844.864	798.786	767.941	423.077	811.066	861.462	109.645
1006	4.19167	781.504	775.275	844.798	798.815	767.876	423.056	811.084	861.396	109.675
1007	4.19583	781.462	775.218	844.796	798.742	767.759	423.149	811.044	861.315	109.740
1008	4.20000	781.392	775.140	844.889	798.760	767.860	422.921	811.066	861.359	109.679
1009	4.20417	781.326	775.143	844.820	798.736	767.778	423.152	811.040	861.349	109.740
1010	4.20833	781.254	775.024	844.820	798.634	767.612	423.049	811.026	861.409	109.743
1011	4.21250	781.151	774.919	844.797	798.661	767.547	423.157	810.999	861.360	109.676
1012	4.21667	781.134	774.883	844.785	798.550	767.630	422.960	811.065	861.386	109.729
1013	4.22083	781.081	774.914	844.810	798.633	767.519	423.017	811.016	861.391	109.710
1014	4.22500	781.056	774.848	844.754	798.648	767.482	423.121	811.014	861.422	109.626
1015	4.22917	780.999	774.716	844.755	798.546	767.464	422.993	811.021	861.429	109.664
1016	4.23333	780.884	774.701	844.659	798.535	767.439	423.052	810.991	861.389	109.704
1017	4.23750	780.925	774.740	844.707	798.575	767.398	423.094	811.012	861.230	109.798
1018	4.24167	780.840	774.624	844.703	798.585	767.382	423.011	810.975	861.392	109.722
1019	4.24583	780.789	774.666	844.694	798.516	767.352	423.003	810.995	861.346	109.788
1020	4.25000	780.794	774.594	844.635	798.570	767.343	422.989	810.942	861.355	109.678
1021	4.25417	780.732	774.581	844.686	798.554	767.243	423.054	810.974	861.342	109.749
1022	4.25833	780.696	774.585	844.568	798.566	767.288	422.970	810.990	861.274	109.797
1023	4.26250	780.627	774.481	844.611	798.398	767.111	423.110	810.994	861.245	109.789
1024	4.26667	780.666	774.482	844.629	798.552	767.151	423.022	811.015	861.411	109.724
1025	4.27083	780.688	774.459	844.642	798.436	767.167	423.112	810.984	861.310	109.726
1026	4.27500	780.583	774.438	844.577	798.409	767.081	423.124	810.939	861.429	109.706
1027	4.27917	780.590	774.446	844.603	798.466	767.032	423.039	811.028	861.385	109.685
1028	4.28333	780.609	774.388	844.637	798.395	767.070	423.008	810.964	861.267	109.790
1029	4.28750	780.630	774.400	844.623	798.557	767.123	423.043	810.959	861.214	109.797
1030	4.29167	780.621	774.393	844.596	798.512	767.097	423.039	810.971	861.334	109.799
1031	4.29583	780.582	774.298	844.606	798.462	766.994	423.133	810.908	861.298	109.760
1032	4.30000	780.591	774.259	844.656	798.529	766.966	423.141	810.933	861.317	109.773
1033	4.30417	780.619	774.281	844.646	798.467	766.985	423.056	810.942	861.242	109.770
1034	4.30833	780.588	774.290	844.637	798.631	767.039	423.112	810.976	861.263	109.824
1035	4.31250	780.639	774.285	844.630	798.462	766.971	423.062	811.020	861.273	109.785
1036	4.31667	780.637	774.290	844.620	798.504	767.038	423.073	810.965	861.361	109.782
1037	4.32083	780.591	774.273	844.639	798.617	767.104	423.008	810.962	861.319	109.809
1038	4.32500	780.648	774.256	844.687	798.525	767.010	423.117	810.946	861.273	109.762
1039	4.32917	780.661	774.322	844.606	798.640	767.045	423.073	811.021	861.285	109.720
1040	4.33333	780.697	774.321	844.658	798.632	767.110	423.028	810.947	861.326	109.790
1041	4.33750	780.705	774.229	844.660	798.681	767.138	423.031	811.006	861.234	109.839
1042	4.34167	780.704	774.272	844.668	798.638	767.139	423.003	811.020	861.295	109.724
1043	4.34583	780.720	774.355	844.696	798.655	767.116	422.997	810.998	861.243	109.790
1044	4.35000	780.721	774.281	844.701	798.612	766.986	423.137	810.978	861.287	109.831
1045	4.35417	780.846	774.360	844.745	798.710	767.049	423.003	810.956	861.296	109.769
1046	4.35833	780.711	774.273	844.737	798.725	767.037	423.045	811.004	861.321	109.754
1047	4.36250	780.798	774.315	844.669	798.667	766.910	423.212	810.989	861.252	109.793
1048	4.36667	780.793	774.345	844.730	798.677	766.939	423.122	810.965	861.264	109.776
1049	4.37083	780.917	774.473	844.703	798.760	767.054	423.021	810.998	861.284	109.831
1050	4.37500	780.886	774.389	844.745	798.653	766.983	422.997	811.048	861.275	109.703
1051	4.37917	780.898	774.376	844.775	798.697	766.878	423.142	810.998	861.321	109.708
1052	4.38333	780.982	774.363	844.769	798.724	766.937	423.109	811.003	861.292	109.774
1053	4.38750	781.015	774.382	844.751	798.814	767.009	422.957	810.997	861.242	109.686
1054	4.39167	781.007	774.404	844.731	798.793	766.900	422.968	811.005	861.264	109.702
1055	4.39583	781.037	774.441	844.736	798.834	766.905	423.097	811.032	861.206	109.738
1056	4.40000	781.062	774.447	844.765	798.869	766.890	423.043	811.010	861.255	109.789
1057	4.40417	781.050	774.545	844.760	798.798	766.889	423.041	811.039	861.222	109.716
1058	4.40833	781.042	774.309	844.806	798.928	766.959	422.968	811.056	861.238	109.757
1059	4.41250	781.013	774.358	844.736	798.855	766.827	423.032	811.000	861.243	109.774
1060	4.41667	781.032	774.294	844.810	798.937	766.920	423.033	811.046	861.289	109.805
1061	4.42083	781.009	774.276	844.838	798.965	766.860	423.039	811.059	861.296	109.704
1062	4.42500	780.947	774.208	844.732	798.986	766.822	422.927	811.031	861.223	109.726
1063	4.42917	780.897	774.169	844.891	799.046	766.808	423.020	811.027	861.250	109.777
1064	4.43333	780.809	774.002	844.853	798.962	766.769	423.080	811.038	861.190	109.785
1065	4.43750	780.678	774.021	844.915	798.961	766.709	423.036	811.018	861.140	109.792
1066	4.44167	780.650	774.014	844.953	798.996	766.793	422.980	811.063	861.179	109.800
1067	4.44583	780.521	773.995	844.943	799.086	766.849	422.965	811.069	861.224	109.763
1068	4.45000	780.526	773.857	845.086	799.080	766.799	422.999	811.066	861.175	109.789
1069	4.45417	780.441	773.921	845.108	799.061	766.753	422.982	811.014	861.144	109.827
1070	4.45833	780.339	773.808	845.249	799.000	766.812	422.827	811.023	861.186	109.681
1071	4.46250	780.384	773.744	845.194	798.997	766.674	423.076	811.016	861.289	109.778
1072	4.46667	780.279	773.668	845.314	799.148	766.763	422.957	811.054	861.127	109.876
1073	4.47083	780.199	773.294	845.087	799.036	766.676	422.956	811.031	861.219	109.765
1074	4.47500	780.174	773.304	845.019	799.172	766.694	422.981	811.043	861.256	109.711
1075	4.47917	781.165	773.972	844.934	799.084	766.611	423.050	811.050	861.116	109.795
1076	4.48333	781.166	773.906	844.897	799.132	766.576	422.939	811.084	861.114	109.789
1077	4.48750	781.203	773.937	844.879	799.139	766.599	422.922	811.007	861.165	109.760
1078	4.49167	781.271	773.944	844.876	799.143	766.565	422.908	811.099	861.187	109.713
1079	4.49583	781.196	773.873	844.904	799.216	766.513	422.916	811.066	861.125	109.805
1080	4.50000	781.241	773.820	844.904	799.249	766.459	422.935	811.063	861.115	109.771
1081	4.50417	781.302	773.831	844.853	799.213	766.387	423.017	811.039	861.049	109.835
1082	4.50833	781.254	773.843	844.896	799.224	766.415	422.816	811.054	861.050	109.790
1083	4.51250	781.324	773.797	844.761	799.269	766.329	422.897	811.028	861.079	109.837
1084	4.51667	781.349	773.777	844.792	799.322	766.305	422.982	811.100	861.105	109.782
1085	4.52083	781.385	773.641	844.849	799.280	766.238	422.824	811.062	861.024	109.855
1086	4.52500	781.372	773.684	844.785	799.327	766.135	422.946	811.005	861.085	109.884
1087	4.52917	781.357	773.593	844.900	799.324	766.094	422.907	811.005	861.083	109.862
1088	4.53333	781.417	773.605	844.836	799.297	766.042	422.848	811.022	861.073	109.820
1089	4.53750	781.350	773.542	844.820	799.361	766.043	422.928	811.088	860.927	109.903
1090	4.54167	781.366	773.467	844.784	799.465	765.967	422.963	811.060	861.018	109.907
1091	4.54583	781.484	773.501	844.738	799.260	765.948	422.692	811.009	860.952	109.900
1092	4.55000	781.420	773.422	844.792	799.450	765.828	422.866	811.019	860.988	109.836
1093	4.55417	781.448	773.405	844.722	799.339	765.760	422.654	811.055	861.010	109.860
1094	4.55833	781.427	773.247	844.739	799.433	765.697	422.759	811.023	860.928	109.881
1095	4.56250	781.470	773.191	844.733	799.359	765.620	422.732	810.998	860.961	109.908
1096	4.56667	781.512	773.246	844.748	799.493	765.606	422.856	811.035	860.964	109.949
1097	4.57083	781.406	773.087	844.655	799.419	765.463	422.751	811.070	860.910	109.946
1098	4.57500	781.444	773.043	844.659	799.450	765.437	422.771	811.042	860.974	109.991
1099	4.57917	781.521	772.958	844.647	799.255	765.105	422.813	811.048	860.951	109.988
1100	4.58333	781.484	772.948	844.649	799.449	765.395	422.707	811.010	860.898	110.002
1101	4.58750	781.507	772.771	844.606	799.293	765.028	422.761	811.036	860.823	109.955
1102	4.59167	781.517	772.663	844.666	799.449	765.137	422.688	811.008	860.878	109.924
1103	4.59583	781.511	772.559	844.657	799.567	765.182	422.696	810.964	860.868	110.069
1104	4.60000	781.552	772.602	844.611	799.264	764.772	422.645	810.955	860.918	109.975
1105	4.60417	781.599	772.370	844.665	799.336	764.940	422.477	810.958	860.787	110.025
1106	4.60833	781.520	772.077	844.696	799.283	764.643	422.651	810.957	860.780	110.039
1107	4.61250	781.577	772.059	844.651	799.317	764.549	422.684	810.905	860.879	109.982
1108	4.61667	781.624	772.092	844.643	799.208	764.444	422.603	810.981	860.836	109.997
1109	4.62083	781.525	771.927	844.607	799.192	764.348	422.624	810.965	860.783	110.032
1110	4.62500	781.629	771.775	844.581	799.215	764.252	422.655	810.891	860.812	110.017
1111	4.62917	781.632	771.725	844.547	799.191	764.235	422.625	810.960	860.825	109.988
1112	4.63333	781.596	771.515	844.529	799.241	764.239	422.554	810.925	860.788	110.051
1113	4.63750	781.576	771.405	844.495	799.168	764.076	422.621	810.934	860.785	110.038
1114	4.64167	781.651	771.357	844.525	799.180	764.021	422.544	810.977	860.797	110.074
1115	4.64583	781.636	771.203	844.503	799.197	763.788	422.573	810.872	860.768	110.040
1116	4.65000	781.629	771.172	844.438	799.203	763.793	422.533	810.921	860.754	110.099
1117	4.65417	781.600	771.029	844.401	799.214	763.679	422.461	810.909	860.754	110.094
1118	4.65833	781.617	770.887	844.453	799.366	763.958	422.408	810.964	860.688	110.156
1119	4.66250	781.647	770.757	844.455	799.197	763.546	422.479	810.895	860.772	110.143
1120	4.66667	781.680	770.706	844.436	799.231	763.528	422.374	810.876	860.746	110.082
1121	4.67083	781.684	770.560	844.385	799.167	763.473	422.368	810.887	860.704	110.129
1122	4.67500	781.693	770.513	844.346	799.239	763.430	422.431	810.951	860.736	110.107
1123	4.67917	781.635	770.349	844.317	799.157	763.323	422.335	810.898	860.668	110.139
1124	4.68333	781.665	770.239	844.320	799.183	763.240	422.349	810.887	860.709	110.127
1125	4.68750	781.675	770.110	844.310	799.183	763.144	422.342	810.888	860.569	110.150
1126	4.69167	781.613	770.001	844.275	799.200	763.190	422.367	810.941	860.585	110.197
1127	4.69583	781.724	769.933	844.245	799.179	762.986	422.353	810.876	860.746	110.071
1128	4.70000	781.662	769.822	844.285	799.206	763.002	422.317	810.880	860.630	110.214
1129	4.70417	781.638	769.709	844.207	799.199	762.809	422.259	810.878	860.622	110.140
1130	4.70833	781.695	769.774	844.415	799.205	762.793	422.269	810.901	860.686	110.168
1131	4.71250	781.743	769.717	844.395	799.241	762.783	422.219	810.892	860.514	110.214
1132	4.71667	781.751	769.612	844.197	799.178	762.615	422.266	810.830	860.567	110.242
1133	4.72083	781.827	769.492	844.242	799.235	762.454	422.190	810.881	860.603	110.128
1134	4.72500	781.681	769.275	844.130	799.255	762.455	422.237	810.906	860.509	110.290
1135	4.72917	781.746	769.226	844.115	799.251	762.313	422.154	810.875	860.565	110.266
1136	4.73333	781.800	769.232	844.177	799.209	762.326	422.076	810.839	860.508	110.256
1137	4.73750	781.797	769.099	844.181	799.217	762.219	422.145	810.869	860.539	110.227
1138	4.74167	781.857	769.100	844.140	799.243	762.186	422.074	810.730	860.498	110.259
1139	4.74583	781.882	768.978	844.163	799.205	762.093	422.117	810.846	860.537	110.301
1140	4.75000	781.839	768.861	844.072	799.222	761.946	422.111	810.818	860.502	110.323
1141	4.75417	781.866	768.782	844.064	799.256	761.967	422.091	810.838	860.542	110.224
1142	4.75833	781.966	768.817	844.056	799.226	761.887	422.076	810.798	860.435	110.292
1143	4.76250	781.981	768.632	844.032	799.186	761.758	422.020	810.813	860.428	110.263
1144	4.76667	781.949	768.533	844.038	799.213	761.679	422.055	810.756	860.499	110.294
1145	4.77083	781.973	768.461	844.074	799.199	761.635	422.014	810.822	860.421	110.344
1146	4.77500	782.066	768.330	844.049	799.226	761.533	422.012	810.722	860.490	110.239
1147	4.77917	782.126	768.185	844.088	799.269	761.522	422.061	810.792	860.448	110.297
1148	4.78333	782.186	768.117	844.092	799.242	761.475	421.989	810.815	860.364	110.330
1149	4.78750	782.114	768.101	843.911	799.226	761.355	422.025	810.818	860.429	110.368
1150	4.79167	782.135	767.933	843.970	799.273	761.298	421.955	810.785	860.362	110.369
1151	4.79583	782.168	767.899	844.018	799.222	761.293	421.972	810.741	860.385	110.372
1152	4.80000	782.178	767.766	843.955	799.303	761.225	421.953	810.768	860.419	110.360
1153	4.80417	782.215	767.640	843.833	799.317	761.199	421.960	810.798	860.384	110.346
1154	4.80833	782.257	767.580	843.890	799.309	761.084	421.952	810.782	860.440	110.310
1155	4.81250	782.288	767.489	843.869	799.290	761.071	421.924	810.738	860.364	110.395
1156	4.81667	782.341	767.396	843.919	799.341	760.982	421.974	810.719	860.324	110.375
1157	4.82083	782.284	767.303	843.862	799.269	760.964	421.842	810.774	860.384	110.283
1158	4.82500	782.352	767.182	843.892	799.296	760.960	421.871	810.811	860.324	110.389
1159	4.82917	782.342	767.128	843.829	799.250	760.749	422.026	810.784	860.346	110.306
1160	4.83333	782.387	766.982	843.821	799.312	760.842	421.986	810.821	860.373	110.344
1161	4.83750	782.411	766.879	843.834	799.243	760.785	421.894	810.780	860.377	110.384
1162	4.84167	782.457	766.836	843.834	799.304	760.774	421.829	810.749	860.379	110.355
1163	4.84583	782.435	766.667	843.761	799.254	760.707	421.836	810.729	860.398	110.357
1164	4.85000	782.444	766.489	843.753	799.328	760.644	421.853	810.739	860.378	110.372
1165	4.85417	782.533	766.388	843.745	799.299	760.654	421.810	810.656	860.262	110.356
1166	4.85833	782.612	766.189	843.813	799.302	760.583	421.850	810.689	860.305	110.345
1167	4.86250	782.552	766.104	843.774	799.285	760.446	421.842	810.747	860.296	110.511
1168	4.86667	782.611	765.947	843.794	799.265	760.401	421.765	810.736	860.414	110.364
1169	4.87083	782.590	765.718	843.778	799.344	760.446	421.870	810.691	860.336	110.483
1170	4.87500	782.609	765.571	843.761	799.279	760.359	421.814	810.798	860.395	110.319
1171	4.87917	782.699	765.518	843.796	799.318	760.273	421.831	810.772	860.316	110.362
1172	4.88333	782.692	765.282	843.737	799.346	760.267	421.792	810.724	860.368	110.379
1173	4.88750	782.688	765.122	843.820	799.293	760.168	421.803	810.680	860.349	110.494
1174	4.89167	782.726	765.033	843.813	799.348	760.152	421.827	810.743	860.326	110.518
1175	4.89583	782.789	764.892	843.871	799.305	760.197	421.774	810.716	860.251	110.446
1176	4.90000	782.770	764.772	843.705	799.277	760.071	421.731	810.720	860.321	110.457
1177	4.90417	782.846	764.632	843.774	799.304	760.058	421.762	810.650	860.380	110.434
1178	4.90833	782.827	764.422	843.729	799.257	759.995	421.699	810.678	860.243	110.429
1179	4.91250	782.852	764.320	843.824	799.272	759.972	421.730	810.690	860.243	110.430
1180	4.91667	782.947	764.163	843.806	799.317	759.944	421.673	810.672	860.322	110.471
1181	4.92083	782.915	764.010	843.838	799.267	759.788	421.791	810.698	860.308	110.496
1182	4.92500	782.896	763.759	843.878	799.273	759.823	421.682	810.688	860.238	110.472
1183	4.92917	782.906	763.733	843.838	799.333	759.828	421.684	810.755	860.214	110.447
1184	4.93333	782.942	763.621	843.727	799.304	759.729	421.743	810.687	860.278	110.424
1185	4.93750	782.924	763.483	843.777	799.300	759.749	421.660	810.807	860.157	110.548
1186	4.94167	782.969	763.449	843.774	799.246	759.708	421.644	810.702	860.270	110.483
1187	4.94583	783.051	763.326	843.805	799.308	759.631	421.656	810.686	860.224	110.415
1188	4.95000	782.994	763.280	843.739	799.291	759.627	421.656	810.693	860.222	110.477
1189	4.95417	783.084	763.130	843.840	799.286	759.562	421.598	810.699	860.286	110.413
1190	4.95833	783.037	763.072	843.747	799.242	759.539	421.612	810.618	860.198	110.374
1191	4.96250	783.161	762.956	843.778	799.195	759.530	421.562	810.694	860.309	110.489
1192	4.96667	783.129	762.913	843.810	799.254	759.486	421.649	810.674	860.268	110.439
1193	4.97083	783.195	762.785	843.814	799.260	759.449	421.598	810.687	860.271	110.510
1194	4.97500	783.187	762.688	843.773	799.277	759.442	421.687	810.695	860.246	110.400
1195	4.97917	783.171	762.638	843.800	799.213	759.378	421.659	810.680	860.254	110.495
1196	4.98333	783.239	762.613	843.694	799.190	759.425	421.519	810.639	860.132	110.527
1197	4.98750	783.201	762.430	843.745	799.237	759.391	421.618	810.742	860.293	110.443
1198	4.99167	783.307	762.355	843.760	799.230	759.282	421.620	810.662	860.293	110.482
1199	4.99583	783.227	762.445	843.600	799.220	759.312	421.603	810.602	860.267	110.478
1200	5.00000	783.232	762.380	843.717	799.236	759.292	421.629	810.586	860.175	110.508
